所属区,成交均价,面积区间,序号,日期,成交套数,成交面积
龙岗,40952.29,90~144平方米,243058,2023/5/18,21,2287.02
光明,50006.56,90~144平方米,243059,2023/5/18,3,336.02
宝安,69905.14,90~144平方米,243060,2023/5/18,12,1336.67
福田,89467.34,90~144平方米,243061,2023/5/18,4,471.77
宝安,104014.73,144平方米以上,243062,2023/5/18,2,329.32
大鹏,50500,144平方米以上,243063,2023/5/18,1,249.96
福田,115490.35,144平方米以上,243064,2023/5/18,1,330.22
龙岗,51249.61,144平方米以上,243065,2023/5/18,1,178.8
龙华,75750.78,144平方米以上,243066,2023/5/18,2,317.07
全市,84103.17,144平方米以上,243067,2023/5/18,7,1405.37
全市,57886.37,90~144平方米,242950,2023/5/17,79,8624.32
深汕,11023.41,90~144平方米,242951,2023/5/17,4,464.85
坪山,36138.23,90~144平方米,242952,2023/5/17,7,754.87
罗湖,71446.13,90~144平方米,242953,2023/5/17,3,301.99
龙华,69865.41,90~144平方米,242954,2023/5/17,31,3462.96
龙岗,42176.41,90~144平方米,242955,2023/5/17,15,1558.14
光明,46146.65,90~144平方米,242956,2023/5/17,8,823.75
宝安,79398.9,90~144平方米,242957,2023/5/17,7,793.49
福田,78784.51,90~144平方米,242958,2023/5/17,4,464.27
宝安,73588.09,144平方米以上,242959,2023/5/17,3,476.29
龙华,80694.48,144平方米以上,242960,2023/5/17,4,685.26
南山,69319.18,144平方米以上,242961,2023/5/17,2,370.33
深汕,14294.38,144平方米以上,242962,2023/5/17,2,324.42
全市,64997.21,144平方米以上,242963,2023/5/17,11,1856.3
坪山,36515.23,90平方米以下,242940,2023/5/17,6,469.97
南山,68333.11,90平方米以下,242941,2023/5/17,2,98.14
罗湖,59288.81,90平方米以下,242942,2023/5/17,11,630.75
龙华,65022.92,90平方米以下,242943,2023/5/17,6,511.28
宝安,51113.99,90平方米以下,242944,2023/5/17,15,1290.49
光明,42942.79,90平方米以下,242945,2023/5/17,9,597.33
福田,52336.45,90平方米以下,242946,2023/5/17,21,666.14
大鹏,28327.63,90平方米以下,242947,2023/5/17,1,85.91
全市,47897.58,90平方米以下,242948,2023/5/17,97,6373.27
龙岗,40452.26,90平方米以下,242949,2023/5/17,26,2023.26
宝安,48870.94,90平方米以下,242864,2023/5/16,6,478.07
龙岗,37510.76,90平方米以下,242865,2023/5/16,17,1149.85
光明,46716.94,90平方米以下,242866,2023/5/16,6,470.34
全市,40952.8,90平方米以下,242867,2023/5/16,37,2645.07
龙华,66895.41,90平方米以下,242868,2023/5/16,1,79.23
全市,61391.41,90~144平方米,242869,2023/5/16,44,4971.92
深汕,11350.41,90~144平方米,242870,2023/5/16,5,529.95
坪山,31816.22,90~144平方米,242871,2023/5/16,1,92.72
龙华,74058.88,90~144平方米,242872,2023/5/16,20,2325.35
龙岗,37884.15,90~144平方米,242873,2023/5/16,5,526.55
光明,49402.39,90~144平方米,242874,2023/5/16,5,567.66
宝安,89788.74,90~144平方米,242875,2023/5/16,5,550.32
福田,70250.68,90~144平方米,242876,2023/5/16,3,379.37
福田,105314.76,144平方米以上,242877,2023/5/16,1,261.81
南山,62105.47,144平方米以上,242878,2023/5/16,3,564.7
全市,75792.69,144平方米以上,242879,2023/5/16,4,826.51
深汕,11600.02,90平方米以下,242860,2023/5/16,2,176.38
坪山,36590.23,90平方米以下,242861,2023/5/16,2,159.92
南山,62811.77,90平方米以下,242862,2023/5/16,1,49.21
罗湖,43451.94,90平方米以下,242863,2023/5/16,2,82.07
龙岗,44880.76,144平方米以上,242799,2023/5/15,1,163.95
龙华,81163.04,144平方米以上,242800,2023/5/15,2,317.04
全市,54878.9,144平方米以上,242801,2023/5/15,4,711.78
坪山,24325.45,90平方米以下,242780,2023/5/15,2,70.17
南山,80795.4,90平方米以下,242781,2023/5/15,4,224.25
罗湖,63390.43,90平方米以下,242782,2023/5/15,2,156.08
龙华,69633.29,90平方米以下,242783,2023/5/15,2,167.1
大鹏,30265.1,90平方米以下,242784,2023/5/15,1,85.08
光明,46071.2,90平方米以下,242785,2023/5/15,10,849.94
福田,69905.06,90平方米以下,242786,2023/5/15,1,44.51
全市,47210.84,90平方米以下,242787,2023/5/15,47,3556.76
宝安,43697.94,90平方米以下,242788,2023/5/15,6,414.02
龙岗,41166.04,90平方米以下,242789,2023/5/15,19,1545.61
全市,59380.38,90~144平方米,242790,2023/5/15,57,6096.92
盐田,50908.12,90~144平方米,242791,2023/5/15,1,104.69
龙华,71488.84,90~144平方米,242792,2023/5/15,15,1587.16
龙岗,45715.65,90~144平方米,242793,2023/5/15,18,1966.84
光明,47431.89,90~144平方米,242794,2023/5/15,9,974.94
福田,81305.78,90~144平方米,242795,2023/5/15,3,337.9
宝安,74269.39,90~144平方米,242796,2023/5/15,10,1029.51
大鹏,32860.81,90~144平方米,242797,2023/5/15,1,95.88
福田,25874.48,144平方米以上,242798,2023/5/15,1,230.79
龙华,64402.02,90平方米以下,242722,2023/5/14,5,424.28
龙岗,38511.06,90平方米以下,242723,2023/5/14,17,1379.47
光明,50555.95,90平方米以下,242724,2023/5/14,3,267.58
宝安,60641.73,90平方米以下,242725,2023/5/14,5,405.22
全市,46312.37,90平方米以下,242726,2023/5/14,37,3041.13
深汕,10421.61,90~144平方米,242727,2023/5/14,7,732.41
全市,59772.73,90~144平方米,242728,2023/5/14,101,10906.99
坪山,36121.2,90~144平方米,242729,2023/5/14,5,554.18
罗湖,68004.22,90~144平方米,242730,2023/5/14,4,478.82
龙华,70458.65,90~144平方米,242731,2023/5/14,42,4586.63
龙岗,41608.01,90~144平方米,242732,2023/5/14,21,2127.69
光明,47614.88,90~144平方米,242733,2023/5/14,5,507.68
福田,72017.99,90~144平方米,242734,2023/5/14,2,253.69
宝安,85644.92,90~144平方米,242735,2023/5/14,14,1570.01
大鹏,32590.8,90~144平方米,242736,2023/5/14,1,95.88
宝安,77289.86,144平方米以上,242737,2023/5/14,2,316.23
龙华,74889.54,144平方米以上,242738,2023/5/14,1,173.19
全市,76440.47,144平方米以上,242739,2023/5/14,3,489.42
坪山,34510.23,90平方米以下,242720,2023/5/14,6,493.7
罗湖,74123.87,90平方米以下,242721,2023/5/14,1,70.88
龙华,63007.86,90平方米以下,242643,2023/5/13,2,172.06
全市,64618.41,90~144平方米,242644,2023/5/13,90,10303.07
盐田,49097.64,90~144平方米,242645,2023/5/13,2,210.1
深汕,11574.36,90~144平方米,242646,2023/5/13,7,769.88
坪山,37502.75,90~144平方米,242647,2023/5/13,4,385.85
南山,90586.16,90~144平方米,242648,2023/5/13,3,373.45
罗湖,50469.9,90~144平方米,242649,2023/5/13,1,94.4
龙华,70606.07,90~144平方米,242650,2023/5/13,44,5158.85
龙岗,47133.96,90~144平方米,242651,2023/5/13,7,760.65
光明,49464.98,90~144平方米,242652,2023/5/13,6,701.57
宝安,85021.06,90~144平方米,242653,2023/5/13,13,1473.98
福田,89107.43,90~144平方米,242654,2023/5/13,3,374.34
龙岗,49688.55,144平方米以上,242655,2023/5/13,1,176.7
龙华,70505.45,144平方米以上,242656,2023/5/13,1,144.83
南山,93753.91,144平方米以上,242657,2023/5/13,2,631.42
全市,82049.81,144平方米以上,242658,2023/5/13,4,952.95
深汕,11123.46,90平方米以下,242594,2023/5/13,8,694.96
坪山,36399.04,90平方米以下,242595,2023/5/13,4,343.76
南山,87199.24,90平方米以下,242596,2023/5/13,1,78.55
罗湖,45535.12,90平方米以下,242597,2023/5/13,1,40.32
全市,42371.63,90平方米以下,242598,2023/5/13,41,3344.85
龙岗,40878.34,90平方米以下,242599,2023/5/13,8,578.01
光明,47505.66,90平方米以下,242640,2023/5/13,6,535.31
大鹏,27572.08,90平方米以下,242641,2023/5/13,1,88.64
宝安,62041.86,90平方米以下,242642,2023/5/13,10,813.24
盐田,48225.92,90~144平方米,242519,2023/5/12,1,138.1
深汕,11473.29,90~144平方米,242580,2023/5/12,3,394.93
坪山,37856.01,90~144平方米,242581,2023/5/12,1,118.41
南山,106359.56,90~144平方米,242582,2023/5/12,1,124.17
龙华,70473.46,90~144平方米,242583,2023/5/12,33,3867.77
龙岗,45748.79,90~144平方米,242584,2023/5/12,15,1517.31
光明,49768.37,90~144平方米,242585,2023/5/12,3,326.15
福田,98848.12,90~144平方米,242586,2023/5/12,5,617.48
宝安,90396.01,90~144平方米,242587,2023/5/12,16,1792.62
大鹏,33813.01,90~144平方米,242588,2023/5/12,1,96.67
宝安,107912.98,144平方米以上,242589,2023/5/12,2,337.85
福田,67305,144平方米以上,242590,2023/5/12,7,2297.23
龙岗,40008,144平方米以上,242591,2023/5/12,3,1943.95
罗湖,62108.61,144平方米以上,242592,2023/5/12,1,151.78
全市,58821.61,144平方米以上,242593,2023/5/12,13,4730.81
坪山,36217.16,90平方米以下,242508,2023/5/12,7,581.54
南山,80766.35,90平方米以下,242509,2023/5/12,4,227.43
罗湖,45818.72,90平方米以下,242510,2023/5/12,5,202.06
龙华,50687.31,90平方米以下,242511,2023/5/12,5,425.69
全市,47931.25,90平方米以下,242512,2023/5/12,74,5422.92
光明,49259.66,90平方米以下,242513,2023/5/12,5,444.85
福田,66939.83,90平方米以下,242514,2023/5/12,5,216.78
大鹏,27724.08,90平方米以下,242515,2023/5/12,4,340.18
宝安,60354.06,90平方米以下,242516,2023/5/12,13,998.86
龙岗,42064.78,90平方米以下,242517,2023/5/12,26,1985.53
全市,68209.95,90~144平方米,242518,2023/5/12,79,8993.61
大鹏,26786.75,90平方米以下,242489,2023/5/11,1,86.05
全市,47967.1,90平方米以下,242490,2023/5/11,81,6274.57
龙华,65465.16,90平方米以下,242491,2023/5/11,6,510.36
全市,60901.07,90~144平方米,242492,2023/5/11,77,8413.31
盐田,54442.73,90~144平方米,242493,2023/5/11,1,97.35
深汕,11825.88,90~144平方米,242494,2023/5/11,7,819.46
坪山,37542.06,90~144平方米,242495,2023/5/11,2,209.46
南山,83997.47,90~144平方米,242496,2023/5/11,1,119.4
罗湖,66915.54,90~144平方米,242497,2023/5/11,5,525.39
龙华,67922.14,90~144平方米,242498,2023/5/11,20,2235.93
龙岗,44851.47,90~144平方米,242499,2023/5/11,14,1475.9
光明,48742.48,90~144平方米,242500,2023/5/11,5,552.7
宝安,81966.44,90~144平方米,242501,2023/5/11,21,2256.22
福田,118513.55,90~144平方米,242502,2023/5/11,1,121.5
宝安,103993.85,144平方米以上,242503,2023/5/11,1,164.66
福田,119285.97,144平方米以上,242504,2023/5/11,2,524.6
龙华,77689.7,144平方米以上,242505,2023/5/11,1,182.61
南山,73814.88,144平方米以上,242506,2023/5/11,1,239.56
全市,100385.14,144平方米以上,242507,2023/5/11,5,1111.43
盐田,51767.73,90平方米以下,242480,2023/5/11,1,88.91
深汕,11429.26,90平方米以下,242481,2023/5/11,3,264.57
坪山,35025.14,90平方米以下,242482,2023/5/11,2,158.5
南山,61095.49,90平方米以下,242483,2023/5/11,1,49.19
罗湖,43026.5,90平方米以下,242484,2023/5/11,6,273.27
宝安,60991.22,90平方米以下,242485,2023/5/11,17,1390.95
龙岗,40737.52,90平方米以下,242486,2023/5/11,25,1835.22
光明,48082.33,90平方米以下,242487,2023/5/11,18,1592.45
福田,45785.98,90平方米以下,242488,2023/5/11,1,25.1
龙岗,49768.92,90~144平方米,242395,2023/5/10,15,1546.98
光明,46049.39,90~144平方米,242396,2023/5/10,5,507.07
宝安,81537.37,90~144平方米,242397,2023/5/10,13,1490.06
福田,86528.09,90~144平方米,242398,2023/5/10,3,364.43
宝安,80157.08,144平方米以上,242399,2023/5/10,2,325.16
福田,34367.23,144平方米以上,242400,2023/5/10,8,2609.55
龙华,31991.55,144平方米以上,242401,2023/5/10,2,628.92
罗湖,91297,144平方米以上,242402,2023/5/10,1,171.1
南山,101107.58,144平方米以上,242403,2023/5/10,2,476.93
全市,47418.16,144平方米以上,242404,2023/5/10,15,4211.66
福田,83616.03,90平方米以下,242386,2023/5/10,1,85.54
宝安,58374.79,90平方米以下,242387,2023/5/10,13,1041.09
龙岗,41182.9,90平方米以下,242388,2023/5/10,29,2107.47
全市,66065.88,90~144平方米,242389,2023/5/10,72,7894.08
深汕,13642.08,90~144平方米,242390,2023/5/10,3,380.09
坪山,33296.29,90~144平方米,242391,2023/5/10,1,131.36
南山,96244.57,90~144平方米,242392,2023/5/10,3,350.38
罗湖,74212,90~144平方米,242393,2023/5/10,4,396.13
龙华,71667.85,90~144平方米,242394,2023/5/10,25,2727.58
坪山,35993.13,90平方米以下,242380,2023/5/10,4,327.09
南山,80663.44,90平方米以下,242381,2023/5/10,3,175.87
罗湖,50405.61,90平方米以下,242382,2023/5/10,4,222.31
龙华,68699.17,90平方米以下,242383,2023/5/10,6,515.57
全市,49812.09,90平方米以下,242384,2023/5/10,74,5384.8
光明,44980.89,90平方米以下,242385,2023/5/10,14,909.86
盐田,49369.05,90平方米以下,242280,2023/5/9,1,88.46
深汕,10753,90平方米以下,242281,2023/5/9,1,77.22
坪山,35835.79,90平方米以下,242282,2023/5/9,2,169.33
罗湖,42868.6,90平方米以下,242283,2023/5/9,6,222.08
全市,40073.59,90平方米以下,242284,2023/5/9,35,2132.41
龙岗,35345.33,90平方米以下,242285,2023/5/9,7,361.29
光明,40460.96,90平方米以下,242286,2023/5/9,11,691.07
宝安,43916.78,90平方米以下,242287,2023/5/9,6,434.78
龙华,54910.85,90平方米以下,242288,2023/5/9,1,88.18
全市,69058.62,90~144平方米,242289,2023/5/9,45,4987.84
盐田,51050.85,90~144平方米,242290,2023/5/9,1,138.1
深汕,11797.72,90~144平方米,242291,2023/5/9,3,294.42
坪山,36147.71,90~144平方米,242292,2023/5/9,3,306.57
南山,85087.05,90~144平方米,242293,2023/5/9,3,359.13
罗湖,70716.02,90~144平方米,242294,2023/5/9,2,201.08
龙华,70288.75,90~144平方米,242295,2023/5/9,11,1212.94
龙岗,48815.34,90~144平方米,242296,2023/5/9,4,450.05
宝安,89242.97,90~144平方米,242297,2023/5/9,16,1817.11
光明,41649.26,90~144平方米,242298,2023/5/9,2,208.44
宝安,26937.71,144平方米以上,242299,2023/5/9,1,1240.44
福田,26599.01,144平方米以上,242300,2023/5/9,2,613.61
龙岗,46417.11,144平方米以上,242301,2023/5/9,1,164.09
龙华,35618.54,144平方米以上,242302,2023/5/9,4,1306.52
南山,100968.12,144平方米以上,242303,2023/5/9,1,233.61
全市,35825.31,144平方米以上,242304,2023/5/9,9,3558.27
全市,47593.79,90平方米以下,242184,2023/5/8,72,5618.22
龙华,59623.15,90平方米以下,242185,2023/5/8,7,518.73
龙岗,45399.28,90平方米以下,242186,2023/5/8,18,1426.96
光明,47499.68,90平方米以下,242187,2023/5/8,8,705.94
宝安,61051.11,90平方米以下,242188,2023/5/8,21,1653.23
罗湖,45103.36,90平方米以下,242189,2023/5/8,3,130.2
全市,59030.2,90~144平方米,242190,2023/5/8,77,8427.46
深汕,11927.91,90~144平方米,242191,2023/5/8,13,1433.37
坪山,36401.91,90~144平方米,242192,2023/5/8,4,400.51
南山,78068,90~144平方米,242193,2023/5/8,3,324.53
罗湖,70559.89,90~144平方米,242194,2023/5/8,3,282.38
龙华,74021.86,90~144平方米,242195,2023/5/8,12,1374.7
龙岗,49805.62,90~144平方米,242196,2023/5/8,10,1080.42
光明,48067.22,90~144平方米,242197,2023/5/8,5,558.45
宝安,82429.01,90~144平方米,242198,2023/5/8,24,2604.49
福田,63591.93,90~144平方米,242199,2023/5/8,3,368.61
宝安,77108.19,144平方米以上,242200,2023/5/8,2,309.83
南山,101627.88,144平方米以上,242201,2023/5/8,1,242.79
全市,87880.75,144平方米以上,242202,2023/5/8,3,552.62
盐田,45795.05,90平方米以下,242180,2023/5/8,1,72.97
深汕,11362.38,90平方米以下,242181,2023/5/8,9,793.75
坪山,35412.6,90平方米以下,242182,2023/5/8,2,140.56
南山,79639.8,90平方米以下,242183,2023/5/8,3,175.88
坪山,36851.34,90平方米以下,242038,2023/5/7,4,326.15
南山,81442.43,90平方米以下,242039,2023/5/7,3,165.61
罗湖,51753.4,90平方米以下,242100,2023/5/7,8,415.62
龙华,65924.77,90平方米以下,242101,2023/5/7,5,431.81
全市,51178.01,90平方米以下,242102,2023/5/7,67,5033.13
光明,45810.87,90平方米以下,242103,2023/5/7,18,1413.68
福田,83797.62,90平方米以下,242104,2023/5/7,2,115.23
大鹏,29780.97,90平方米以下,242105,2023/5/7,1,88.6
宝安,62565.84,90平方米以下,242106,2023/5/7,12,987.4
龙岗,39730.86,90平方米以下,242107,2023/5/7,14,1089.03
全市,61765.91,90~144平方米,242108,2023/5/7,73,7859.98
深汕,10178.65,90~144平方米,242109,2023/5/7,4,386.74
坪山,37838.14,90~144平方米,242110,2023/5/7,3,306.8
南山,90827.41,90~144平方米,242111,2023/5/7,2,241.1
罗湖,55963.38,90~144平方米,242112,2023/5/7,1,96.87
龙华,66704.18,90~144平方米,242113,2023/5/7,21,2256.23
龙岗,45495.43,90~144平方米,242114,2023/5/7,9,1069.78
光明,44963.92,90~144平方米,242115,2023/5/7,13,1310.99
宝安,84032.3,90~144平方米,242116,2023/5/7,17,1826.44
福田,84970.17,90~144平方米,242117,2023/5/7,3,365.03
宝安,113638.86,144平方米以上,242118,2023/5/7,1,173.19
福田,25456.61,144平方米以上,242119,2023/5/7,1,171.66
龙华,79060.22,144平方米以上,242120,2023/5/7,1,173.27
深汕,17044.43,144平方米以上,242121,2023/5/7,1,164.4
全市,59414.91,144平方米以上,242122,2023/5/7,4,682.52
宝安,81496.71,90~144平方米,242034,2023/5/6,21,2195.02
福田,102937.12,90~144平方米,242035,2023/5/6,4,495.34
南山,103281.26,144平方米以上,242036,2023/5/6,5,1203.56
全市,103281.26,144平方米以上,242037,2023/5/6,5,1203.56
坪山,35863.99,90平方米以下,242020,2023/5/6,4,336.84
罗湖,47604.43,90平方米以下,242021,2023/5/6,12,508.29
龙华,65779.61,90平方米以下,242022,2023/5/6,1,87.94
龙岗,39729.65,90平方米以下,242023,2023/5/6,5,349.21
光明,41767.6,90平方米以下,242024,2023/5/6,5,351.47
福田,65313.13,90平方米以下,242025,2023/5/6,5,148.23
宝安,59694.43,90平方米以下,242026,2023/5/6,13,1048.85
全市,50482.67,90平方米以下,242027,2023/5/6,45,2830.83
全市,65208.27,90~144平方米,242028,2023/5/6,56,6037.63
深汕,12489.3,90~144平方米,242029,2023/5/6,2,233.43
罗湖,70836.38,90~144平方米,242030,2023/5/6,1,93.02
龙华,69513.77,90~144平方米,242031,2023/5/6,7,799.83
龙岗,44724.12,90~144平方米,242032,2023/5/6,10,1108.79
光明,44177.48,90~144平方米,242033,2023/5/6,11,1112.2
盐田,50375.65,90平方米以下,241940,2023/5/5,1,30.84
深汕,11142.44,90平方米以下,241941,2023/5/5,2,177.4
坪山,37048.04,90平方米以下,241942,2023/5/5,1,79.92
罗湖,42107.47,90平方米以下,241943,2023/5/5,13,444.7
福田,61370.4,90平方米以下,241944,2023/5/5,1,52.4
龙岗,45095.17,90平方米以下,241945,2023/5/5,7,500.48
光明,49636.58,90平方米以下,241946,2023/5/5,3,268.35
全市,45305.24,90平方米以下,241947,2023/5/5,34,1918.97
宝安,60683.73,90平方米以下,241948,2023/5/5,3,238.76
龙华,64456.07,90平方米以下,241949,2023/5/5,3,126.12
全市,70145.44,90~144平方米,241950,2023/5/5,24,2697.02
南山,84727.76,90~144平方米,241951,2023/5/5,1,119.4
罗湖,78612.37,90~144平方米,241952,2023/5/5,1,92.32
龙华,68387.02,90~144平方米,241953,2023/5/5,5,570.14
龙岗,50420.57,90~144平方米,241954,2023/5/5,5,567.51
光明,50642.34,90~144平方米,241955,2023/5/5,1,111.83
宝安,89855.82,90~144平方米,241956,2023/5/5,8,909.65
福田,51521.07,90~144平方米,241957,2023/5/5,3,326.17
宝安,67669.73,144平方米以上,241958,2023/5/5,1,249.46
福田,59627.23,144平方米以上,241959,2023/5/5,3,926.36
南山,100910.02,144平方米以上,241960,2023/5/5,2,486.11
全市,72909.53,144平方米以上,241961,2023/5/5,6,1661.93
龙岗,23808.66,90平方米以下,241860,2023/5/4,17,662.7
光明,49195.33,90平方米以下,241861,2023/5/4,2,177.74
大鹏,27263.49,90平方米以下,241862,2023/5/4,1,86.05
宝安,52179.99,90平方米以下,241863,2023/5/4,16,1192.15
全市,42043.18,90平方米以下,241864,2023/5/4,36,2118.64
全市,61711.81,90~144平方米,241865,2023/5/4,15,1645.46
深汕,12018.2,90~144平方米,241866,2023/5/4,1,106.7
南山,89135.28,90~144平方米,241867,2023/5/4,1,142.81
龙华,71779.96,90~144平方米,241868,2023/5/4,5,540.36
龙岗,55611.5,90~144平方米,241869,2023/5/4,2,216.19
宝安,58745.14,90~144平方米,241870,2023/5/4,5,518.62
光明,51800.74,90~144平方米,241871,2023/5/4,1,120.78
龙华,19000,144平方米以上,241872,2023/5/4,1,467.56
南山,102668.77,144平方米以上,241873,2023/5/4,5,1354.58
全市,81199.42,144平方米以上,241874,2023/5/4,6,1822.14
罗湖,42727.61,90平方米以下,241696,2023/5/3,3,121.93
龙岗,48187.97,90平方米以下,241697,2023/5/3,2,163.59
光明,50056.95,90平方米以下,241698,2023/5/3,6,534.51
福田,49103.2,90平方米以下,241699,2023/5/3,8,229.01
全市,49793.84,90平方米以下,241800,2023/5/3,20,1091.67
深汕,12065.91,90~144平方米,241801,2023/5/3,1,98.5
坪山,35145.44,90~144平方米,241802,2023/5/3,1,107.13
龙华,65737.2,90~144平方米,241803,2023/5/3,1,93.76
光明,51961.49,90~144平方米,241804,2023/5/3,2,222.62
宝安,72854,90~144平方米,241805,2023/5/3,2,206.89
全市,51800.76,90~144平方米,241806,2023/5/3,7,728.9
南山,76578.11,90平方米以下,241695,2023/5/3,1,42.63
南山,50000,90平方米以下,241731,2023/5/2,3,145.11
龙岗,41012.96,90平方米以下,241732,2023/5/2,1,77.95
大鹏,27843.2,90平方米以下,241733,2023/5/2,1,88.88
宝安,51957.88,90平方米以下,241734,2023/5/2,3,231.81
全市,44761.37,90平方米以下,241735,2023/5/2,9,621.29
深汕,10300.6,90~144平方米,241736,2023/5/2,3,297.9
龙华,71827.81,90~144平方米,241737,2023/5/2,3,297.54
龙岗,53599.98,90~144平方米,241738,2023/5/2,2,215.37
光明,48255.41,90~144平方米,241739,2023/5/2,2,188.75
宝安,46169.18,90~144平方米,241740,2023/5/2,1,100.55
全市,45208.7,90~144平方米,241741,2023/5/2,11,1100.11
坪山,36604,90平方米以下,241730,2023/5/2,1,77.54
坪山,37313.48,90平方米以下,241680,2023/5/1,1,89.71
南山,76578.11,90平方米以下,241681,2023/5/1,1,42.63
罗湖,43797.11,90平方米以下,241682,2023/5/1,7,283.69
龙华,54567.58,90平方米以下,241683,2023/5/1,1,87.08
全市,49003.5,90平方米以下,241684,2023/5/1,34,2533.75
宝安,65660.93,90平方米以下,241685,2023/5/1,3,249.44
光明,49083.64,90平方米以下,241686,2023/5/1,9,799.03
龙岗,45589.24,90平方米以下,241687,2023/5/1,12,982.17
全市,62290.29,90~144平方米,241688,2023/5/1,26,2748.49
龙华,64247.97,90~144平方米,241689,2023/5/1,9,920.21
龙岗,51499.58,90~144平方米,241690,2023/5/1,11,1185.5
宝安,88386.16,90~144平方米,241691,2023/5/1,5,551.3
福田,25170.37,90~144平方米,241692,2023/5/1,1,91.48
南山,62578.04,144平方米以上,241693,2023/5/1,1,155.4
全市,62578.04,144平方米以上,241694,2023/5/1,1,155.4
南山,88968.76,90平方米以下,241599,2023/4/30,1,61.05
罗湖,60387.22,90平方米以下,241600,2023/4/30,2,145.94
全市,53547.97,90平方米以下,241601,2023/4/30,42,3131.28
龙岗,41841.18,90平方米以下,241602,2023/4/30,11,694.53
光明,47951.47,90平方米以下,241603,2023/4/30,6,510.61
宝安,60886.42,90平方米以下,241604,2023/4/30,14,1098
龙华,70013.29,90平方米以下,241605,2023/4/30,4,339.06
全市,64284.1,90~144平方米,241606,2023/4/30,49,5256.29
深汕,11744.28,90~144平方米,241607,2023/4/30,2,205.2
坪山,35477.38,90~144平方米,241608,2023/4/30,2,211.03
南山,97057.45,90~144平方米,241609,2023/4/30,1,124.76
罗湖,63345.97,90~144平方米,241610,2023/4/30,3,319.05
龙华,71073.41,90~144平方米,241611,2023/4/30,12,1299.13
龙岗,42110.91,90~144平方米,241612,2023/4/30,11,1116.25
光明,49609.64,90~144平方米,241613,2023/4/30,4,445.9
宝安,91095.13,90~144平方米,241614,2023/4/30,13,1439.09
大鹏,32590.8,90~144平方米,241615,2023/4/30,1,95.88
宝安,103540.61,144平方米以上,241616,2023/4/30,1,173.63
龙华,75711.36,144平方米以上,241617,2023/4/30,2,346.5
南山,85570.48,144平方米以上,241618,2023/4/30,1,215.08
全市,85167.83,144平方米以上,241619,2023/4/30,4,735.21
盐田,47764.53,90平方米以下,241597,2023/4/30,2,155.93
深汕,14623.18,90平方米以下,241598,2023/4/30,2,126.16
龙岗,41459.13,90平方米以下,241526,2023/4/29,13,998.47
光明,47644.65,90平方米以下,241527,2023/4/29,10,878.89
福田,67915.12,90平方米以下,241528,2023/4/29,2,93.45
大鹏,30741.92,90平方米以下,241529,2023/4/29,1,85.91
全市,49703.62,90平方米以下,241530,2023/4/29,48,3700.37
龙华,57437.87,90平方米以下,241531,2023/4/29,4,246.24
全市,64995.23,90~144平方米,241532,2023/4/29,71,7876.46
深汕,11349.68,90~144平方米,241533,2023/4/29,6,625.76
坪山,36214.43,90~144平方米,241534,2023/4/29,4,417.87
南山,91766.37,90~144平方米,241535,2023/4/29,1,119.4
罗湖,81703.4,90~144平方米,241536,2023/4/29,4,431.12
龙华,68728.28,90~144平方米,241537,2023/4/29,15,1653.04
龙岗,46497.54,90~144平方米,241538,2023/4/29,10,1042.29
光明,50684.87,90~144平方米,241539,2023/4/29,10,1204.04
福田,107216.01,90~144平方米,241540,2023/4/29,3,375.54
宝安,92706.82,90~144平方米,241541,2023/4/29,17,1911.52
大鹏,30667.16,90~144平方米,241542,2023/4/29,1,95.88
宝安,109821.98,144平方米以上,241543,2023/4/29,4,694.08
南山,74304.9,144平方米以上,241544,2023/4/29,1,188.5
全市,102236.3,144平方米以上,241545,2023/4/29,5,882.58
盐田,50369.02,90平方米以下,241520,2023/4/29,1,88.91
深汕,10796.73,90平方米以下,241521,2023/4/29,1,88.19
坪山,37559.36,90平方米以下,241522,2023/4/29,2,163.61
南山,80317.89,90平方米以下,241523,2023/4/29,3,181.23
罗湖,54822.98,90平方米以下,241524,2023/4/29,2,140.5
宝安,59439.52,90平方米以下,241525,2023/4/29,9,734.97
盐田,48647.41,90平方米以下,241440,2023/4/28,2,178.25
深汕,11273.16,90平方米以下,241441,2023/4/28,3,264.57
坪山,35978.57,90平方米以下,241442,2023/4/28,4,323.01
南山,78246.48,90平方米以下,241443,2023/4/28,5,321.38
罗湖,43432.93,90平方米以下,241444,2023/4/28,3,111.04
宝安,59726.87,90平方米以下,241445,2023/4/28,8,624.04
光明,49966.35,90平方米以下,241446,2023/4/28,14,1242.09
福田,46808.89,90平方米以下,241447,2023/4/28,9,235.65
大鹏,31378.61,90平方米以下,241448,2023/4/28,1,85.91
全市,46588.34,90平方米以下,241449,2023/4/28,80,5697.5
龙岗,42884.94,90平方米以下,241450,2023/4/28,31,2311.56
全市,63134.89,90~144平方米,241451,2023/4/28,90,9914.23
深汕,12000.34,90~144平方米,241452,2023/4/28,6,721.41
坪山,37007.39,90~144平方米,241453,2023/4/28,6,625
南山,86690.09,90~144平方米,241454,2023/4/28,1,119.83
罗湖,72776.45,90~144平方米,241455,2023/4/28,3,312.96
龙华,69900.31,90~144平方米,241456,2023/4/28,35,3956.95
龙岗,52947.25,90~144平方米,241457,2023/4/28,14,1452.61
光明,47378.26,90~144平方米,241458,2023/4/28,5,574.28
宝安,83089.59,90~144平方米,241459,2023/4/28,18,1924.74
