所属区,成交均价,用途,序号,可售面积,日期,可售套数,成交套数,成交面积
福田,0,其他,265402,94034.99,2024-02-28,589,0,0
宝安,0,其他,265358,231975.47,2024-02-28,2206,0,0
全市,43060.92,办公楼,265359,1162484.62,2024-02-28,9496,2,45.09
光明,0,其他,265360,53354.03,2024-02-28,335,0,0
龙岗,0,其他,265361,197896.86,2024-02-28,781,0,0
龙华,0,其他,265362,323008.28,2024-02-28,1725,0,0
罗湖,0,其他,265363,117627.32,2024-02-28,196,0,0
南山,66945.23,其他,265364,224117.68,2024-02-28,1893,1,57.75
深汕,0,其他,265365,11177.5,2024-02-28,238,0,0
盐田,0,其他,265366,12929.95,2024-02-28,51,0,0
全市,66945.23,其他,265367,1266122.08,2024-02-28,8014,1,57.75
宝安,0,商业,265368,361587.45,2024-02-28,5121,0,0
大鹏,0,商业,265369,30845.74,2024-02-28,510,0,0
福田,0,商业,265370,72358.02,2024-02-28,443,0,0
光明,36092.94,商业,265371,126442.99,2024-02-28,2040,1,88.66
龙岗,21930.71,商业,265372,224570.26,2024-02-28,3582,6,280.52
龙华,0,商业,265373,96097.19,2024-02-28,2083,0,0
罗湖,57629.58,商业,265374,58359.16,2024-02-28,752,2,98.77
南山,80703.18,商业,265375,342321.04,2024-02-28,4201,1,70.96
坪山,0,商业,265376,40845.55,2024-02-28,458,0,0
深汕,0,商业,265377,98514.01,2024-02-28,1476,0,0
盐田,0,商业,265378,3794.18,2024-02-28,62,0,0
全市,38542.2,商业,265379,1455735.59,2024-02-28,20728,10,538.91
宝安,78175.4,住宅,265380,734569.84,2024-02-28,7587,18,1939.76
大鹏,0,住宅,265381,100210.66,2024-02-28,911,0,0
福田,127053.67,住宅,265382,155852.95,2024-02-28,1063,2,456.68
光明,39718.68,住宅,265383,786596.84,2024-02-28,8159,10,1009.61
龙岗,38404.71,住宅,265384,1122621.24,2024-02-28,12198,10,993.86
龙华,68951.04,住宅,265385,933591.24,2024-02-28,9270,6,633.48
罗湖,58021.34,住宅,265386,46828.07,2024-02-28,294,2,255.69
罗湖,0,住宅,265302,47056.09,2024-02-27,296,0,0
南山,89283.57,住宅,265303,269322.29,2024-02-27,2169,1,129.02
坪山,0,住宅,265304,600007.09,2024-02-27,6631,0,0
深汕,0,住宅,265305,424131.79,2024-02-27,3435,0,0
盐田,0,住宅,265306,50221.33,2024-02-27,476,0,0
全市,59367.32,住宅,265307,5229729.03,2024-02-27,52253,23,2258.56
宝安,63824.71,办公楼,265308,213820.26,2024-02-27,1512,2,496.98
福田,52630.22,办公楼,265309,74840.5,2024-02-27,563,1,25.51
光明,0,办公楼,265310,40548.33,2024-02-27,541,0,0
龙岗,0,办公楼,265311,185777.13,2024-02-27,2533,0,0
龙华,0,办公楼,265312,51522.67,2024-02-27,265,0,0
罗湖,0,办公楼,265313,151897.58,2024-02-27,1425,0,0
南山,82569.99,办公楼,265314,379445.01,2024-02-27,2078,1,38.19
坪山,0,办公楼,265315,4631.33,2024-02-27,117,0,0
深汕,0,办公楼,265316,54013.67,2024-02-27,400,0,0
盐田,0,办公楼,265317,6513.79,2024-02-27,67,0,0
福田,0,其他,265318,94034.99,2024-02-27,589,0,0
宝安,0,其他,265274,231975.47,2024-02-27,2206,0,0
全市,64592.19,办公楼,265275,1163010.27,2024-02-27,9501,4,560.68
光明,0,其他,265276,53354.03,2024-02-27,335,0,0
龙岗,0,其他,265277,197896.86,2024-02-27,781,0,0
龙华,0,其他,265278,323008.28,2024-02-27,1725,0,0
罗湖,0,其他,265279,117627.32,2024-02-27,196,0,0
南山,0,其他,265280,224117.68,2024-02-27,1893,0,0
深汕,0,其他,265281,11177.5,2024-02-27,238,0,0
盐田,0,其他,265282,12929.95,2024-02-27,51,0,0
全市,0,其他,265283,1266122.08,2024-02-27,8014,0,0
宝安,35078.33,商业,265284,361729.88,2024-02-27,5124,1,37.8
大鹏,0,商业,265285,30845.74,2024-02-27,510,0,0
福田,0,商业,265286,72358.02,2024-02-27,443,0,0
光明,0,商业,265287,126531.65,2024-02-27,2041,0,0
龙岗,21688.76,商业,265288,224731.19,2024-02-27,3585,4,231.45
龙华,0,商业,265289,96179.57,2024-02-27,2086,0,0
罗湖,0,商业,265290,58457.93,2024-02-27,754,0,0
南山,68970.41,商业,265291,343411.36,2024-02-27,4206,1,152.44
坪山,0,商业,265292,40845.55,2024-02-27,458,0,0
深汕,0,商业,265293,98514.01,2024-02-27,1476,0,0
盐田,0,商业,265294,3794.18,2024-02-27,62,0,0
全市,39981.2,商业,265295,1457399.08,2024-02-27,20745,6,421.69
宝安,70073.79,住宅,265296,735936.64,2024-02-27,7602,6,653.46
大鹏,20512.18,住宅,265297,100210.66,2024-02-27,911,2,161.11
福田,98410.8,住宅,265298,156852.15,2024-02-27,1073,1,123.74
光明,39553.98,住宅,265299,787316.37,2024-02-27,8166,2,160.48
龙岗,39359.08,住宅,265300,1124373.13,2024-02-27,12216,4,364.42
龙华,60933.68,住宅,265301,934301.49,2024-02-27,9278,7,666.33
坪山,0,办公楼,265251,4631.33,2024-02-26,117,0,0
深汕,0,办公楼,265252,54013.67,2024-02-26,400,0,0
盐田,0,办公楼,265253,6513.79,2024-02-26,67,0,0
福田,0,其他,265254,94034.99,2024-02-26,589,0,0
罗湖,0,商业,265226,58457.93,2024-02-26,754,0,0
南山,71677.01,商业,265227,344514.66,2024-02-26,4213,1,49.2
坪山,23792.68,商业,265228,40845.55,2024-02-26,458,8,504.7
深汕,0,商业,265229,98514.01,2024-02-26,1476,0,0
盐田,0,商业,265230,3794.18,2024-02-26,62,0,0
全市,32706.22,商业,265231,1459248.53,2024-02-26,20768,12,690.42
宝安,52920.77,住宅,265232,736524.76,2024-02-26,7607,11,1011.29
大鹏,0,住宅,265233,100300.08,2024-02-26,912,0,0
福田,0,住宅,265234,158790.95,2024-02-26,1094,0,0
光明,42257.02,住宅,265235,788161.64,2024-02-26,8175,4,360.26
龙岗,35683.91,住宅,265236,1053829.74,2024-02-26,11370,2,207.07
龙华,0,住宅,265237,935372.25,2024-02-26,9289,0,0
罗湖,55424.18,住宅,265238,47680.31,2024-02-26,301,1,135.52
南山,92531.88,住宅,265239,269349.15,2024-02-26,2170,2,192.71
坪山,0,住宅,265240,600120.99,2024-02-26,6632,0,0
深汕,0,住宅,265241,424131.79,2024-02-26,3435,0,0
盐田,0,住宅,265242,50221.33,2024-02-26,476,0,0
全市,53215.37,住宅,265243,5164482.99,2024-02-26,51461,20,1906.85
宝安,0,办公楼,265244,213843.31,2024-02-26,1513,0,0
福田,57680.73,办公楼,265245,74840.5,2024-02-26,563,1,82.03
光明,0,办公楼,265246,40548.33,2024-02-26,541,0,0
龙岗,0,办公楼,265247,185777.13,2024-02-26,2533,0,0
龙华,0,办公楼,265248,51522.67,2024-02-26,265,0,0
罗湖,0,办公楼,265249,151897.58,2024-02-26,1425,0,0
南山,61287.03,办公楼,265250,379999.69,2024-02-26,2081,1,48.95
龙华,0,商业,265225,96179.57,2024-02-26,2086,0,0
宝安,0,其他,265210,231975.47,2024-02-26,2206,0,0
全市,59028.48,办公楼,265211,1163588,2024-02-26,9505,2,130.98
光明,0,其他,265212,53354.03,2024-02-26,335,0,0
龙岗,0,其他,265213,197896.86,2024-02-26,781,0,0
龙华,0,其他,265214,323008.28,2024-02-26,1725,0,0
罗湖,0,其他,265215,117627.32,2024-02-26,196,0,0
南山,0,其他,265216,224117.68,2024-02-26,1893,0,0
深汕,0,其他,265217,11177.5,2024-02-26,238,0,0
盐田,0,其他,265218,12929.95,2024-02-26,51,0,0
全市,0,其他,265219,1266122.08,2024-02-26,8014,0,0
宝安,56706.69,商业,265220,362137.59,2024-02-26,5134,2,90.71
大鹏,0,商业,265221,30845.74,2024-02-26,510,0,0
福田,0,商业,265222,72358.02,2024-02-26,443,0,0
光明,41529.93,商业,265223,126531.65,2024-02-26,2041,1,45.81
龙岗,0,商业,265224,225069.63,2024-02-26,3591,0,0
龙华,0,其他,265141,323008.28,2024-02-25,1725,0,0
罗湖,0,其他,265142,117627.32,2024-02-25,196,0,0
南山,0,其他,265143,224117.68,2024-02-25,1893,0,0
深汕,0,其他,265144,11177.5,2024-02-25,238,0,0
盐田,0,其他,265145,12929.95,2024-02-25,51,0,0
全市,0,其他,265146,1266122.08,2024-02-25,8014,0,0
宝安,0,商业,265147,362137.59,2024-02-25,5134,0,0
大鹏,0,商业,265148,30845.74,2024-02-25,510,0,0
福田,0,商业,265149,72358.02,2024-02-25,443,0,0
光明,0,商业,265150,126531.65,2024-02-25,2041,0,0
龙岗,19233.65,商业,265151,225214.16,2024-02-25,3595,1,35.87
龙华,0,商业,265152,96234.47,2024-02-25,2088,0,0
罗湖,0,商业,265153,58457.93,2024-02-25,754,0,0
南山,0,商业,265154,344514.66,2024-02-25,4213,0,0
坪山,0,商业,265155,40845.55,2024-02-25,458,0,0
深汕,0,商业,265156,98514.01,2024-02-25,1476,0,0
盐田,0,商业,265157,3794.18,2024-02-25,62,0,0
全市,19233.65,商业,265158,1459447.96,2024-02-25,20774,1,35.87
宝安,55037.61,住宅,265159,738237.94,2024-02-25,7624,8,753.89
大鹏,0,住宅,265160,100300.08,2024-02-25,912,0,0
福田,85076.71,住宅,265161,162034.36,2024-02-25,1127,1,75.45
光明,42425.69,住宅,265162,788890.12,2024-02-25,8182,9,883.87
龙岗,38516.03,住宅,265163,1055895.01,2024-02-25,11391,5,495.29
龙华,58153.92,住宅,265164,935951.92,2024-02-25,9294,9,884.46
罗湖,52307.08,住宅,265165,48285.31,2024-02-25,306,3,328.81
南山,0,住宅,265166,269328.21,2024-02-25,2170,0,0
坪山,35301.71,住宅,265167,599725.14,2024-02-25,6628,3,260.17
深汕,11265.65,住宅,265168,424221.48,2024-02-25,3436,2,208.45
盐田,0,住宅,265169,50221.33,2024-02-25,476,0,0
全市,47463.99,住宅,265170,5173090.9,2024-02-25,51546,40,3890.39
宝安,0,办公楼,265171,213843.31,2024-02-25,1513,0,0
福田,0,办公楼,265172,74644.57,2024-02-25,563,0,0
光明,0,办公楼,265173,40548.33,2024-02-25,541,0,0
龙岗,0,办公楼,265174,185777.13,2024-02-25,2533,0,0
龙华,0,办公楼,265175,51522.67,2024-02-25,265,0,0
罗湖,0,办公楼,265176,151897.58,2024-02-25,1425,0,0
南山,0,办公楼,265177,380086.83,2024-02-25,2083,0,0
坪山,0,办公楼,265178,4631.33,2024-02-25,117,0,0
深汕,0,办公楼,265179,54013.67,2024-02-25,400,0,0
盐田,0,办公楼,265180,6513.79,2024-02-25,67,0,0
福田,0,其他,265181,94034.99,2024-02-25,589,0,0
宝安,0,其他,265137,231975.47,2024-02-25,2206,0,0
全市,0,办公楼,265138,1163479.21,2024-02-25,9507,0,0
光明,0,其他,265139,53354.03,2024-02-25,335,0,0
龙岗,0,其他,265140,197896.86,2024-02-25,781,0,0
深汕,0,住宅,265088,424349.79,2024-02-24,3437,0,0
盐田,0,住宅,265089,50221.33,2024-02-24,476,0,0
全市,52651.56,住宅,265090,5179232.6,2024-02-24,51610,40,4004.93
宝安,0,办公楼,265091,213843.31,2024-02-24,1513,0,0
福田,0,办公楼,265092,74644.57,2024-02-24,563,0,0
光明,0,办公楼,265093,40548.33,2024-02-24,541,0,0
龙岗,0,办公楼,265094,185777.13,2024-02-24,2533,0,0
龙华,0,办公楼,265095,51522.67,2024-02-24,265,0,0
罗湖,0,办公楼,265096,151897.58,2024-02-24,1425,0,0
南山,0,办公楼,265097,380086.83,2024-02-24,2083,0,0
坪山,0,办公楼,265098,4631.33,2024-02-24,117,0,0
深汕,0,办公楼,265099,54013.67,2024-02-24,400,0,0
盐田,0,办公楼,265100,6513.79,2024-02-24,67,0,0
福田,0,其他,265101,94034.99,2024-02-24,589,0,0
宝安,57060.41,住宅,265079,739325.29,2024-02-24,7636,8,897.71
大鹏,31178.01,住宅,265080,100544.09,2024-02-24,915,1,85.91
福田,101887.61,住宅,265081,162034.36,2024-02-24,1127,2,249.31
光明,37806.65,住宅,265082,790498.36,2024-02-24,8199,4,385.93
龙岗,36475.47,住宅,265083,1057543.51,2024-02-24,11408,11,968.53
龙华,59674.19,住宅,265084,936981.13,2024-02-24,9304,8,832.52
罗湖,63504.91,住宅,265085,48285.31,2024-02-24,306,1,120.36
南山,106618.9,住宅,265086,269634.67,2024-02-24,2173,1,117.24
坪山,34023.08,住宅,265087,599814.76,2024-02-24,6629,4,347.42
宝安,0,其他,265057,231975.47,2024-02-24,2206,0,0
全市,0,办公楼,265058,1163479.21,2024-02-24,9507,0,0
光明,0,其他,265059,53354.03,2024-02-24,335,0,0
龙岗,0,其他,265060,197896.86,2024-02-24,781,0,0
龙华,0,其他,265061,323008.28,2024-02-24,1725,0,0
罗湖,0,其他,265062,117627.32,2024-02-24,196,0,0
南山,0,其他,265063,224117.68,2024-02-24,1893,0,0
深汕,0,其他,265064,11177.5,2024-02-24,238,0,0
盐田,0,其他,265065,12929.95,2024-02-24,51,0,0
全市,0,其他,265066,1266122.08,2024-02-24,8014,0,0
宝安,0,商业,265067,362175.39,2024-02-24,5135,0,0
大鹏,0,商业,265068,30845.74,2024-02-24,510,0,0
福田,0,商业,265069,72358.02,2024-02-24,443,0,0
光明,47253.55,商业,265070,126531.65,2024-02-24,2041,2,108.22
龙岗,20803.93,商业,265071,225250.03,2024-02-24,3596,3,134.42
龙华,0,商业,265072,96234.47,2024-02-24,2088,0,0
罗湖,0,商业,265073,58457.93,2024-02-24,754,0,0
南山,0,商业,265074,344825.12,2024-02-24,4214,0,0
坪山,0,商业,265075,40845.55,2024-02-24,458,0,0
深汕,0,商业,265076,98514.01,2024-02-24,1476,0,0
盐田,0,商业,265077,3794.18,2024-02-24,62,0,0
全市,32600.74,商业,265078,1459832.09,2024-02-24,20777,5,242.64
光明,0,商业,265008,126639.87,2024-02-23,2043,0,0
龙岗,15543.05,商业,265009,225320.78,2024-02-23,3598,8,415.74
龙华,0,商业,265010,96289.39,2024-02-23,2090,0,0
罗湖,0,商业,265011,58457.93,2024-02-23,754,0,0
南山,0,商业,265012,344825.12,2024-02-23,4214,0,0
坪山,21041.53,商业,265013,40845.55,2024-02-23,458,1,87.51
深汕,0,商业,265014,98514.01,2024-02-23,1476,0,0
盐田,0,商业,265015,3794.18,2024-02-23,62,0,0
全市,16989.37,商业,265016,1460104.68,2024-02-23,20784,10,538.74
宝安,65236.66,住宅,265017,740372.66,2024-02-23,7647,13,1486.06
大鹏,19408.69,住宅,265018,100544.09,2024-02-23,915,2,178.37
福田,113257.04,住宅,265019,162034.36,2024-02-23,1127,1,183.83
光明,41615.67,住宅,265020,791863.45,2024-02-23,8214,11,1120.12
龙岗,41917.94,住宅,265021,1058781.22,2024-02-23,11421,3,338.87
龙华,64754.28,住宅,265022,937717.82,2024-02-23,9311,4,424.58
罗湖,51804.93,住宅,265023,48285.31,2024-02-23,306,2,228.02
南山,88108.35,住宅,265024,269626.62,2024-02-23,2173,4,545.61
坪山,36156.6,住宅,265025,599998.34,2024-02-23,6631,2,177.03
深汕,11344.25,住宅,265026,424349.79,2024-02-23,3437,1,128.28
盐田,0,住宅,265027,50221.33,2024-02-23,476,0,0
全市,57637.68,住宅,265028,5183794.99,2024-02-23,51658,43,4810.77
宝安,0,办公楼,265029,213843.31,2024-02-23,1513,0,0
福田,0,办公楼,265030,74644.57,2024-02-23,563,0,0
光明,0,办公楼,265031,40548.33,2024-02-23,541,0,0
龙岗,0,办公楼,265032,185777.13,2024-02-23,2533,0,0
龙华,0,办公楼,265033,51522.67,2024-02-23,265,0,0
罗湖,0,办公楼,265034,151897.58,2024-02-23,1425,0,0
南山,0,办公楼,265035,380086.83,2024-02-23,2083,0,0
坪山,0,办公楼,265036,4631.33,2024-02-23,117,0,0
深汕,0,办公楼,265037,54013.67,2024-02-23,400,0,0
盐田,0,办公楼,265038,6513.79,2024-02-23,67,0,0
福田,0,其他,265039,94034.99,2024-02-23,589,0,0
光明,0,其他,264997,53354.03,2024-02-23,335,0,0
龙岗,0,其他,264998,197896.86,2024-02-23,781,0,0
龙华,0,其他,264999,323008.28,2024-02-23,1725,0,0
罗湖,0,其他,265000,117627.32,2024-02-23,196,0,0
南山,0,其他,265001,224117.68,2024-02-23,1893,0,0
深汕,0,其他,265002,11177.5,2024-02-23,238,0,0
盐田,0,其他,265003,12929.95,2024-02-23,51,0,0
全市,0,其他,265004,1266122.08,2024-02-23,8014,0,0
宝安,23940.24,商业,265005,362214.09,2024-02-23,5136,1,35.49
大鹏,0,商业,265006,30845.74,2024-02-23,510,0,0
福田,0,商业,265007,72358.02,2024-02-23,443,0,0
宝安,0,其他,264995,231975.47,2024-02-23,2206,0,0
全市,0,办公楼,264996,1163479.21,2024-02-23,9507,0,0
全市,26616.38,商业,264938,1460542,2024-02-22,20792,5,233.76
宝安,80879.4,住宅,264939,741037.1,2024-02-22,7654,9,1267.81
大鹏,0,住宅,264940,100544.09,2024-02-22,915,0,0
福田,0,住宅,264941,162034.36,2024-02-22,1127,0,0
光明,42254.12,住宅,264942,792609.8,2024-02-22,8221,8,817.6
龙岗,40145.88,住宅,264943,1059734.5,2024-02-22,11430,6,587.79
龙华,60537.82,住宅,264944,938264.36,2024-02-22,9317,8,867.92
罗湖,57313.57,住宅,264945,48391.05,2024-02-22,307,3,387.27
南山,0,住宅,264946,270994.09,2024-02-22,2187,0,0
坪山,33123.62,住宅,264947,600097.63,2024-02-22,6632,3,234.92
深汕,0,住宅,264948,424478.07,2024-02-22,3438,0,0
盐田,0,住宅,264949,50221.33,2024-02-22,476,0,0
全市,58415.84,住宅,264950,5188406.38,2024-02-22,51704,37,4163.31
宝安,0,办公楼,264951,213843.31,2024-02-22,1513,0,0
福田,0,办公楼,264952,74644.57,2024-02-22,563,0,0
光明,0,办公楼,264953,40548.33,2024-02-22,541,0,0
龙岗,0,办公楼,264954,185777.13,2024-02-22,2533,0,0
龙华,0,办公楼,264955,51522.67,2024-02-22,265,0,0
罗湖,0,办公楼,264956,151897.58,2024-02-22,1425,0,0
南山,0,办公楼,264957,380086.83,2024-02-22,2083,0,0
坪山,0,办公楼,264958,4631.33,2024-02-22,117,0,0
深汕,0,办公楼,264959,54013.67,2024-02-22,400,0,0
盐田,0,办公楼,264960,6513.79,2024-02-22,67,0,0
福田,0,其他,264961,94034.99,2024-02-22,589,0,0
宝安,0,其他,264917,231975.47,2024-02-22,2206,0,0
全市,0,办公楼,264918,1163479.21,2024-02-22,9507,0,0
光明,0,其他,264919,53354.03,2024-02-22,335,0,0
龙岗,0,其他,264920,197896.86,2024-02-22,781,0,0
龙华,0,其他,264921,327076.51,2024-02-22,1729,0,0
罗湖,0,其他,264922,117627.32,2024-02-22,196,0,0
南山,0,其他,264923,224117.68,2024-02-22,1893,0,0
深汕,0,其他,264924,11177.5,2024-02-22,238,0,0
盐田,0,其他,264925,12929.95,2024-02-22,51,0,0
全市,0,其他,264926,1270190.31,2024-02-22,8018,0,0
宝安,27678.84,商业,264927,362249.58,2024-02-22,5137,1,52.84
大鹏,0,商业,264928,30845.74,2024-02-22,510,0,0
福田,0,商业,264929,72358.02,2024-02-22,443,0,0
光明,37918.68,商业,264930,126639.87,2024-02-22,2043,1,53.96
龙岗,21370.53,商业,264931,225722.61,2024-02-22,3605,3,126.96
龙华,0,商业,264932,96289.39,2024-02-22,2090,0,0
罗湖,0,商业,264933,58457.93,2024-02-22,754,0,0
南山,0,商业,264934,344825.12,2024-02-22,4214,0,0
坪山,0,商业,264935,40845.55,2024-02-22,458,0,0
深汕,0,商业,264936,98514.01,2024-02-22,1476,0,0
盐田,0,商业,264937,3794.18,2024-02-22,62,0,0
坪山,0,商业,264855,40933.06,2024-02-21,459,0,0
深汕,0,商业,264856,98514.01,2024-02-21,1476,0,0
盐田,0,商业,264857,3794.18,2024-02-21,62,0,0
全市,34749.53,商业,264858,1460801.08,2024-02-21,20797,4,177.7
宝安,47452.86,住宅,264859,741861.21,2024-02-21,7662,8,797.27
大鹏,0,住宅,264860,100630,2024-02-21,916,0,0
福田,104908.91,住宅,264861,162112.77,2024-02-21,1128,1,88.28
光明,37692.72,住宅,264862,793669.86,2024-02-21,8231,6,581.75
龙岗,35991.27,住宅,264863,1060571.34,2024-02-21,11439,8,784.25
龙华,61920.46,住宅,264864,938872.95,2024-02-21,9323,9,914.09
罗湖,64504.91,住宅,264865,48307.13,2024-02-21,307,1,135.21
南山,0,住宅,264866,271312.25,2024-02-21,2189,0,0
坪山,34634.04,住宅,264867,600213.65,2024-02-21,6633,2,199.09
深汕,0,住宅,264868,424478.07,2024-02-21,3438,0,0
盐田,0,住宅,264869,50221.33,2024-02-21,476,0,0
全市,48419.65,住宅,264870,5192250.56,2024-02-21,51742,35,3499.94
宝安,0,办公楼,264871,214607.66,2024-02-21,1516,0,0
福田,0,办公楼,264872,74644.57,2024-02-21,563,0,0
光明,0,办公楼,264873,40548.33,2024-02-21,541,0,0
龙岗,0,办公楼,264874,185777.13,2024-02-21,2533,0,0
龙华,0,办公楼,264875,51522.67,2024-02-21,265,0,0
罗湖,0,办公楼,264876,151897.58,2024-02-21,1425,0,0
南山,93570,办公楼,264877,380086.83,2024-02-21,2083,1,39.3
坪山,0,办公楼,264878,4631.33,2024-02-21,117,0,0
深汕,0,办公楼,264879,54013.67,2024-02-21,400,0,0
盐田,0,办公楼,264880,6513.79,2024-02-21,67,0,0
福田,0,其他,264881,94034.99,2024-02-21,589,0,0
南山,0,商业,264854,344825.12,2024-02-21,4214,0,0
宝安,0,其他,264837,231975.47,2024-02-21,2206,0,0
全市,93570,办公楼,264838,1164243.56,2024-02-21,9510,1,39.3
光明,0,其他,264839,53354.03,2024-02-21,335,0,0
龙岗,0,其他,264840,197938.94,2024-02-21,782,0,0
龙华,20137.52,其他,264841,327076.51,2024-02-21,1729,1,33.77
罗湖,0,其他,264842,117627.32,2024-02-21,196,0,0
南山,0,其他,264843,224117.68,2024-02-21,1893,0,0
深汕,0,其他,264844,11177.5,2024-02-21,238,0,0
盐田,0,其他,264845,12929.95,2024-02-21,51,0,0
全市,20137.52,其他,264846,1270232.39,2024-02-21,8019,1,33.77
宝安,0,商业,264847,362302.42,2024-02-21,5138,0,0
大鹏,0,商业,264848,30845.74,2024-02-21,510,0,0
福田,0,商业,264849,72358.02,2024-02-21,443,0,0
光明,38834.77,商业,264850,126685.68,2024-02-21,2044,3,141.45
龙岗,18808.66,商业,264851,225795.53,2024-02-21,3607,1,36.25
龙华,0,商业,264852,96289.39,2024-02-21,2090,0,0
罗湖,0,商业,264853,58457.93,2024-02-21,754,0,0
福田,0,商业,264769,72358.02,2024-02-20,443,0,0
光明,0,商业,264770,126739.64,2024-02-20,2045,0,0
龙岗,0,商业,264771,225795.53,2024-02-20,3607,0,0
龙华,30067.93,商业,264772,96289.39,2024-02-20,2090,3,93.24
罗湖,0,商业,264773,58457.93,2024-02-20,754,0,0
南山,65555.28,商业,264774,344825.12,2024-02-20,4214,1,83.26
坪山,0,商业,264775,40933.06,2024-02-20,459,0,0
深汕,0,商业,264776,98514.01,2024-02-20,1476,0,0
盐田,0,商业,264777,3794.18,2024-02-20,62,0,0
全市,38782.55,商业,264778,1460771.95,2024-02-20,20796,8,341.1
宝安,61563.52,住宅,264779,742641.86,2024-02-20,7669,8,927.69
大鹏,0,住宅,264780,100718.95,2024-02-20,917,0,0
福田,130159.3,住宅,264781,162342.09,2024-02-20,1130,1,272.02
光明,46512.07,住宅,264782,794659.6,2024-02-20,8241,1,69.5
龙岗,34538.99,住宅,264783,1061081.39,2024-02-20,11444,7,663.12
龙华,70184.16,住宅,264784,939439.99,2024-02-20,9331,3,296.23
罗湖,57039.18,住宅,264785,48514.24,2024-02-20,309,1,151.78
南山,80998.9,住宅,264786,271990.9,2024-02-20,2194,2,171.63
坪山,35607.74,住宅,264787,600292.39,2024-02-20,6634,1,99.28
深汕,0,住宅,264788,424478.07,2024-02-20,3438,0,0
盐田,0,住宅,264789,50221.33,2024-02-20,476,0,0
全市,62438.07,住宅,264790,5196380.81,2024-02-20,51783,24,2651.25
宝安,0,办公楼,264791,214607.66,2024-02-20,1516,0,0
福田,26832.63,办公楼,264792,74644.57,2024-02-20,563,1,268.33
光明,0,办公楼,264793,40548.33,2024-02-20,541,0,0
