district,Price,size, sold,target
坪山,35295.88,75.27,1,90平方米以下
南山,67871.32,58.33,1,90平方米以下
龙华,50198.52,514.86,9,90平方米以下
龙岗,28047.87,501.83,7,90平方米以下
光明,41806.51,396.85,5,90平方米以下
全市,41219.52,1972.96,28,90平方米以下
全市,62438.63,2236.8,21,90~144平方米
坪山,35183.94,228.51,2,90~144平方米
龙华,68678.07,438.2,4,90~144平方米
龙岗,40749.89,299.47,3,90~144平方米
光明,41716.79,302.29,3,90~144平方米
宝安,79223.17,968.33,9,90~144平方米
南山,68778.7,58.51,1,90平方米以下
龙华,72121.2,499.36,6,90平方米以下
龙岗,30292,898.37,12,90平方米以下
光明,38088.81,423.07,5,90平方米以下
宝安,51988.24,242.69,3,90平方米以下
全市,43055.01,2642.41,34,90平方米以下
全市,56293.37,5747.19,52,90~144平方米
坪山,33660.93,611.75,5,90~144平方米
南山,112684,90.76,1,90~144平方米
罗湖,56907.88,441.53,4,90~144平方米
龙华,67217.18,1134.68,11,90~144平方米
龙岗,43000.6,1387.25,12,90~144平方米
光明,42975.24,410.23,4,90~144平方米
宝安,65323.34,1534.51,14,90~144平方米
福田,101049.82,136.48,1,90~144平方米
龙华,79387.35,175.89,1,144平方米以上
全市,79387.35,175.89,1,144平方米以上
坪山,34176.2,520.41,7,90平方米以下
坪山,35256.75,242.6,3,90平方米以下
龙华,72307.19,319.52,4,90平方米以下
龙岗,42985.65,503.48,6,90平方米以下
光明,42064.85,610.84,7,90平方米以下
福田,88725.56,74.36,1,90平方米以下
宝安,48120.14,1104.96,13,90平方米以下
全市,48590.44,2855.76,34,90平方米以下
深汕,11284.58,477.28,4,90~144平方米
全市,55831.7,4754.95,43,90~144平方米
坪山,38196.82,209.91,2,90~144平方米
南山,93765.67,199.54,2,90~144平方米
罗湖,57850.07,413.16,4,90~144平方米
龙华,61060.68,1046.04,10,90~144平方米
龙岗,40793.65,241.77,2,90~144平方米
光明,46474.39,428.5,4,90~144平方米
宝安,55307.4,1225.34,11,90~144平方米
福田,93575.44,513.41,4,90~144平方米
宝安,105116.94,263.33,1,144平方米以上
全市,105116.94,263.33,1,144平方米以上
福田,60584.48,667.91,12,90平方米以下
大鹏,31802.81,85.91,1,90平方米以下
全市,47843.55,4527.93,65,90平方米以下
光明,40688.73,886.3,11,90平方米以下
全市,60773.9,5998.14,55,90~144平方米
盐田,52495.22,208.35,2,90~144平方米
罗湖,68991.17,97.75,1,90~144平方米
龙华,62623.02,1339.57,13,90~144平方米
龙岗,42520.83,727.56,7,90~144平方米
光明,44739.71,894.09,8,90~144平方米
宝安,65018.21,2224.27,20,90~144平方米
福田,93584.75,506.55,4,90~144平方米
宝安,105384.19,157.16,1,144平方米以上
福田,100660.37,252.59,1,144平方米以上
南山,167464.26,598.74,2,144平方米以上
全市,141057.95,1008.49,4,144平方米以上
坪山,33811.87,393.98,5,90平方米以下
南山,71509.25,86.44,1,90平方米以下
龙华,61501.23,971.51,15,90平方米以下
龙岗,31834.01,763.92,11,90平方米以下
宝安,50304.3,671.96,9,90平方米以下
坪山,33066.51,564.65,7,90平方米以下
南山,72828.06,252.71,4,90平方米以下
罗湖,55460.32,229.7,4,90平方米以下
龙华,56120.16,960.87,15,90平方米以下
全市,44884.2,3796.04,57,90平方米以下
光明,38215.35,454.16,6,90平方米以下
福田,58558.79,72.73,2,90平方米以下
宝安,43152.29,468.48,8,90平方米以下
龙岗,31299.75,792.74,11,90平方米以下
全市,61384.79,4992.06,46,90~144平方米
坪山,33256.42,473.84,4,90~144平方米
南山,90367.09,585.48,5,90~144平方米
罗湖,57140.25,317.17,3,90~144平方米
龙华,65253.99,309.68,3,90~144平方米
龙岗,44241.06,1182.05,11,90~144平方米
光明,46937.29,408.97,4,90~144平方米
福田,90855.81,263.84,2,90~144平方米
宝安,74338.34,1355.15,13,90~144平方米
大鹏,33761.69,95.88,1,90~144平方米
福田,120783.41,174.13,1,144平方米以上
南山,90988.79,396.51,2,144平方米以上
深汕,25241.81,172.14,1,144平方米以上
全市,82736.62,742.78,4,144平方米以上
坪山,31579.03,93.83,1,90~144平方米
南山,78989.54,553.12,5,90~144平方米
罗湖,56386.77,371.45,3,90~144平方米
龙华,73047.65,520.49,5,90~144平方米
龙岗,47054.78,558.27,5,90~144平方米
光明,42919.97,628.78,6,90~144平方米
宝安,58144.93,783.9,7,90~144平方米
福田,103969.02,369.4,3,90~144平方米
宝安,79006.13,585.51,3,144平方米以上
罗湖,56529.18,151.53,1,144平方米以上
全市,74385.03,737.04,4,144平方米以上
坪山,33473,160.79,2,90平方米以下
龙华,68725.58,338.48,4,90平方米以下
龙岗,29045.69,973.68,16,90平方米以下
光明,44439.56,268.59,3,90平方米以下
福田,72396.8,165.84,2,90平方米以下
宝安,56865.72,486.23,6,90平方米以下
全市,45336.41,2393.61,33,90平方米以下
深汕,11931.14,383.46,3,90~144平方米
全市,58046.96,4262.7,38,90~144平方米
南山,66904.36,58.51,1,90平方米以下
龙华,65399.47,583.59,9,90平方米以下
龙岗,32968.51,376.97,6,90平方米以下
光明,43167.64,937.47,11,90平方米以下
福田,76492.41,394.67,11,90平方米以下
宝安,63002.95,512.07,9,90平方米以下
全市,54981.96,2863.28,47,90平方米以下
深汕,11638.01,247.6,2,90~144平方米
全市,61825.01,2706.72,26,90~144平方米
坪山,36023.06,211.95,2,90~144平方米
南山,85787.4,508.24,5,90~144平方米
罗湖,52468.47,105.74,1,90~144平方米
龙华,66317.39,93.49,1,90~144平方米
龙岗,36130.05,93.97,1,90~144平方米
光明,44233.1,296.68,3,90~144平方米
宝安,68099.6,913.41,9,90~144平方米
福田,96573.76,235.64,2,90~144平方米
宝安,30636.32,444.68,1,144平方米以上
福田,130549.24,263.81,1,144平方米以上
全市,67839.43,708.49,2,144平方米以上
坪山,33755.48,75.63,1,90平方米以下
龙华,57408.11,481.6,6,90平方米以下
龙岗,28212.68,283.77,5,90平方米以下
光明,44007.17,667.92,8,90平方米以下
宝安,33849.2,90.21,2,90平方米以下
全市,44182.39,1599.13,22,90平方米以下
全市,66132.41,2558.26,24,90~144平方米
南山,100980.61,90.76,1,90~144平方米
龙华,67428.48,468.65,5,90~144平方米
龙岗,44887.71,245.63,2,90~144平方米
光明,45551.09,535.04,5,90~144平方米
宝安,74579.69,1093.22,10,90~144平方米
福田,91942.22,124.96,1,90~144平方米
宝安,106306.34,319.93,2,144平方米以上
福田,27404.07,2445.45,7,144平方米以上
罗湖,26764,151.72,1,144平方米以上
南山,84411.68,153.98,1,144平方米以上
全市,38450.38,3071.08,11,144平方米以上
坪山,34451.96,394.64,5,90平方米以下
龙华,70590,771.47,9,90平方米以下
龙岗,22926.62,363.54,6,90平方米以下
光明,42555.86,871.76,10,90平方米以下
宝安,49262.62,385.42,6,90平方米以下
全市,47535.81,2786.83,36,90平方米以下
全市,62578.25,4203.58,38,90~144平方米
坪山,37828.68,198.63,2,90~144平方米
南山,83889.87,566.16,5,90~144平方米
龙华,63605.11,1058.13,10,90~144平方米
龙岗,46475.45,701.38,6,90~144平方米
光明,42698.53,696.77,7,90~144平方米
宝安,72952.29,722.83,6,90~144平方米
福田,98818.05,259.68,2,90~144平方米
宝安,54217.55,292.46,2,144平方米以上
龙华,83317.06,175.89,1,144平方米以上
全市,65145.95,468.35,3,144平方米以上
全市,60001.23,7349.69,70,90~144平方米
坪山,35211.24,434.55,4,90~144平方米
南山,95807.96,338.44,3,90~144平方米
罗湖,50986.35,676.64,7,90~144平方米
龙华,65674.68,1760.8,17,90~144平方米
龙岗,41094.29,730,7,90~144平方米
光明,43767.08,837.18,8,90~144平方米
福田,90146.73,375.15,3,90~144平方米
宝安,66411.64,2100.26,20,90~144平方米
大鹏,32944.87,96.67,1,90~144平方米
宝安,78846.63,318.14,2,144平方米以上
龙岗,46654.34,145.85,1,144平方米以上
罗湖,55339.18,151.3,1,144平方米以上
全市,65435.19,615.29,4,144平方米以上
深汕,21645.8,51.51,1,90平方米以下
坪山,34417.76,545.97,7,90平方米以下
南山,64255.73,97.9,2,90平方米以下
龙华,61386.03,666.37,9,90平方米以下
龙岗,28929.4,376.48,6,90平方米以下
光明,39299.95,585.78,7,90平方米以下
宝安,53204.46,316.9,4,90平方米以下
全市,44634.4,2640.91,36,90平方米以下
南山,65906.09,151.28,3,90平方米以下
龙华,71462.78,689.79,8,90平方米以下
龙岗,26900.98,875.86,16,90平方米以下
光明,42366.4,595.89,7,90平方米以下
福田,94678.68,264.53,3,90平方米以下
宝安,54879.86,437.92,6,90平方米以下
全市,50690.4,3275.15,46,90平方米以下
全市,63362.38,5502.18,53,90~144平方米
南山,91583.88,442.46,4,90~144平方米
罗湖,51918.21,212.61,2,90~144平方米
龙华,65891.64,1620.04,16,90~144平方米
龙岗,43589.42,698.98,7,90~144平方米
光明,41932.79,404.37,4,90~144平方米
福田,93168.08,356.85,3,90~144平方米
宝安,63802.83,1670.99,16,90~144平方米
大鹏,31687.16,95.88,1,90~144平方米
宝安,107803.85,164.66,1,144平方米以上
福田,64427.45,173.2,1,144平方米以上
龙岗,7916,3536.66,1,144平方米以上
南山,67582.43,152.44,1,144平方米以上
全市,16689.58,4026.96,4,144平方米以上
坪山,34125.48,259.88,3,90平方米以下
罗湖,56614.18,151.3,1,144平方米以上
深汕,23093.81,521.35,3,144平方米以上
全市,19447.89,6073.27,8,144平方米以上
盐田,47134.66,167.24,3,90平方米以下
坪山,36325.33,171.56,2,90平方米以下
南山,61051.7,42.63,1,90平方米以下
龙华,70287.67,821.63,10,90平方米以下
全市,51719.3,3461.3,47,90平方米以下
光明,43655.08,852.57,10,90平方米以下
福田,60829.66,235.34,5,90平方米以下
宝安,47841.13,868.41,12,90平方米以下
龙岗,37982.81,301.92,4,90平方米以下
全市,58964.42,6471.37,60,90~144平方米
盐田,47112.23,204.07,2,90~144平方米
深汕,11978.27,348.57,3,90~144平方米
罗湖,52871.6,337.99,3,90~144平方米
龙华,69484.67,1675.09,16,90~144平方米
龙岗,44427.37,890.92,9,90~144平方米
光明,45103.9,1323.17,12,90~144平方米
福田,94257.13,637.02,5,90~144平方米
宝安,73391.76,930.07,9,90~144平方米
大鹏,47910.77,124.47,1,90~144平方米
宝安,33316.84,1614.76,2,144平方米以上
龙岗,8110,3609.97,1,144平方米以上
龙华,82045.97,175.89,1,144平方米以上
盐田,49531.92,267.49,3,90平方米以下
深汕,11929.39,80.14,1,90平方米以下
坪山,33684.03,400.86,5,90平方米以下
南山,76400.23,42.63,1,90平方米以下
全市,45351.31,3567.71,47,90平方米以下
龙岗,32527.31,565.59,8,90平方米以下
光明,40413.33,1258.11,15,90平方米以下
福田,52065.74,92.99,3,90平方米以下
宝安,61175.85,439.7,6,90平方米以下
龙华,71045.55,420.2,5,90平方米以下
全市,58709.58,7080.75,63,90~144平方米
深汕,11837.84,394.95,3,90~144平方米
坪山,36338.63,224.4,2,90~144平方米
南山,100718.42,247.21,2,90~144平方米
罗湖,56063.86,699.2,7,90~144平方米
龙华,55384.52,988.93,9,90~144平方米
龙岗,46562.15,127.56,1,90~144平方米
光明,44628.03,712.68,7,90~144平方米
福田,93614.35,542.55,4,90~144平方米
宝安,64151.11,2950.72,26,90~144平方米
大鹏,32100,192.55,2,90~144平方米
龙岗,8230.49,21375.06,5,144平方米以上
南山,74802.36,215.08,1,144平方米以上
全市,8893.68,21590.14,6,144平方米以上
坪山,34228.83,238.31,2,90~144平方米
南山,98144.06,249.71,2,90~144平方米
龙华,69096.93,429.08,4,90~144平方米
龙岗,40906.8,94.18,1,90~144平方米
光明,41563.57,210.88,2,90~144平方米
宝安,64730.3,666.31,6,90~144平方米
福田,90947.01,276.34,2,90~144平方米
宝安,33516.18,863.71,2,144平方米以上
福田,119298.14,423.33,2,144平方米以上
龙岗,7860,2903.36,1,144平方米以上
南山,92035.61,660.23,2,144平方米以上
深汕,25544.76,172.38,1,144平方米以上
全市,33334.44,5023.01,8,144平方米以上
南山,66904.12,116.15,2,90平方米以下
龙华,75029.58,265.62,3,90平方米以下
龙岗,40993.74,339.88,5,90平方米以下
光明,40492.37,338.66,4,90平方米以下
福田,51613.43,76.49,3,90平方米以下
宝安,55664.91,293.08,6,90平方米以下
全市,52877.55,1429.88,23,90平方米以下
全市,55362.11,2689.91,24,90~144平方米
深汕,10904.73,525.1,5,90~144平方米
全市,64310.56,4512.02,40,90~144平方米
盐田,43061.82,113.38,1,90~144平方米
深汕,11346.3,127.86,1,90~144平方米
南山,84621.47,235.12,2,90~144平方米
罗湖,55556.51,108.5,1,90~144平方米
龙华,53601.78,775.24,7,90~144平方米
龙岗,45050.4,525.19,5,90~144平方米
光明,40053.91,300.59,3,90~144平方米
宝安,69728.09,1674.93,15,90~144平方米
福田,98078.39,651.21,5,90~144平方米
宝安,24317.29,2570.19,2,144平方米以上
南山,68363.17,189.09,1,144平方米以上
全市,27335.7,2759.28,3,144平方米以上
南山,84392.61,184.77,4,90平方米以下
罗湖,63077.89,327.23,5,90平方米以下
龙华,67174.51,681.77,8,90平方米以下
龙岗,33962.39,166.11,2,90平方米以下
光明,41011.62,257.46,3,90平方米以下
福田,88977.61,111.91,2,90平方米以下
宝安,64327.81,606.56,9,90平方米以下
全市,63022.37,2335.81,33,90平方米以下
光明,39235.71,957.54,11,90平方米以下
福田,43970.37,1186.15,22,90平方米以下
宝安,56988.19,158.19,2,90平方米以下
龙岗,36722.89,805.03,10,90平方米以下
全市,59449.15,6315.52,57,90~144平方米
盐田,49360.96,183.29,2,90~144平方米
深汕,12696.61,351.57,3,90~144平方米
南山,82370.5,225.37,2,90~144平方米
罗湖,51301.68,96.87,1,90~144平方米
龙华,61150.27,1579.88,15,90~144平方米
龙岗,39558.61,736.71,7,90~144平方米
光明,42495.26,687.04,6,90~144平方米
宝安,70628.91,2069.6,18,90~144平方米
福田,96796.14,385.19,3,90~144平方米
宝安,55214.05,334.79,2,144平方米以上
福田,103573.47,261.67,1,144平方米以上
全市,76429.57,596.46,3,144平方米以上
盐田,55267.93,73.31,1,90平方米以下
坪山,34826,67.2,1,90平方米以下
南山,60333.75,77.27,1,90平方米以下
龙华,68971.3,1000.63,12,90平方米以下
全市,48174.92,4325.32,60,90平方米以下
深汕,11271.44,196.86,2,90~144平方米
坪山,32753.71,200.07,2,90~144平方米
南山,110033.57,123.86,1,90~144平方米
罗湖,66335.59,437.26,4,90~144平方米
龙华,66012.14,2086.39,20,90~144平方米
龙岗,46097.1,1362.44,12,90~144平方米
光明,43463.89,452.11,4,90~144平方米
宝安,65849.98,2361.8,22,90~144平方米
福田,92766.76,616.9,5,90~144平方米
龙岗,43680.71,164.09,1,144平方米以上
龙华,79821.86,536.48,3,144平方米以上
全市,71356.75,700.57,4,144平方米以上
深汕,11266.09,88.14,1,90平方米以下
坪山,36748.39,1054.28,13,90平方米以下
南山,68137.48,91.58,2,90平方米以下
龙华,71094.73,297.42,4,90平方米以下
龙岗,28152.61,878.82,13,90平方米以下
光明,42215.06,703.64,9,90平方米以下
宝安,44436.93,1580.23,20,90平方米以下
全市,40856.94,4694.11,62,90平方米以下
全市,61796.39,7837.69,72,90~144平方米
盐田,51634.34,162.07,2,90平方米以下
坪山,34791.03,482.46,6,90平方米以下
龙华,77371.06,89.68,1,90平方米以下
龙岗,27731.58,1008.62,17,90平方米以下
光明,43593.19,879.55,10,90平方米以下
福田,60092.83,262.4,4,90平方米以下
宝安,64725.9,1701.5,24,90平方米以下
全市,48907.78,4586.28,64,90平方米以下
全市,61284.8,5235.67,49,90~144平方米
深汕,11888.85,94.9,1,90~144平方米
坪山,35219.19,224.13,2,90~144平方米
南山,97884.15,791.93,7,90~144平方米
龙华,61384.45,1092.61,11,90~144平方米
龙岗,39673.47,532.85,5,90~144平方米
光明,45702.05,966.78,9,90~144平方米
宝安,62955.01,1395.99,13,90~144平方米
福田,102945.49,136.48,1,90~144平方米
宝安,75846.31,965,5,144平方米以上
福田,115006.34,252.59,1,144平方米以上
龙岗,45938.94,145.85,1,144平方米以上
南山,70404.07,343.1,2,144平方米以上
盐田,55470.31,150.24,1,144平方米以上
全市,76169.95,1856.78,10,144平方米以上
盐田,50377.33,156.05,2,90平方米以下
坪山,33738.6,309.23,4,90平方米以下
南山,63719.96,42.63,1,90平方米以下
罗湖,62267.02,33.44,1,90平方米以下
全市,47828.54,3098.26,41,90平方米以下
龙岗,42876.6,261.72,4,90平方米以下
光明,40776.42,1004.43,12,90平方米以下
宝安,51108.17,826.04,11,90平方米以下
龙华,66053.05,464.72,6,90平方米以下
全市,55923.53,7252.45,67,90~144平方米
深汕,12618.41,96.4,1,90~144平方米
坪山,35830.48,99.28,1,90~144平方米
南山,82561.7,721.77,6,90~144平方米
罗湖,51974.09,92.43,1,90~144平方米
龙华,56741.96,1224.54,12,90~144平方米
龙岗,47055.57,894.82,8,90~144平方米
光明,43419.37,1390.09,13,90~144平方米
宝安,56681.16,2489.23,23,90~144平方米
福田,95846.72,243.89,2,90~144平方米
宝安,87321.84,173.63,1,144平方米以上
罗湖,57209.18,151.78,1,144平方米以上
南山,71803.72,593.58,3,144平方米以上
全市,72325.22,918.99,5,144平方米以上
坪山,33768.41,240.3,3,90平方米以下
南山,69715.39,170.76,3,90平方米以下
龙华,55162.92,336.62,4,90平方米以下
龙岗,26988.26,2605.82,33,90平方米以下
光明,38216.36,468.49,6,90平方米以下
宝安,53527.49,792.34,10,90平方米以下
全市,36675.01,4614.33,59,90平方米以下
